# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2025-11-12T00:00:00.0
# Date end (ISO 8601): 2025-11-13T00:00:00.0
# Latitude (positive North, ISO 19115): -48.8485
# Longitude (positive East, ISO 19115): -26.3054
# Altitude (m): 0.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 1 min 0 s
# noValue: nan
# File generated on: 2025-11-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2025-11-12T10:21:00.0/2025-11-12T10:22:00.0;15.2440;11.9267;10.1733;1.7534;15.4638;5.4724;0.3915;5.0809;0.5950;0.5000
2025-11-12T10:22:00.0/2025-11-12T10:23:00.0;15.2903;11.9669;10.2091;1.7578;15.4714;5.4866;0.3919;5.0947;0.5939;0.5000
2025-11-12T10:23:00.0/2025-11-12T10:24:00.0;15.3364;12.0070;10.2448;1.7622;15.4788;5.5007;0.3923;5.1084;0.5927;0.5000
2025-11-12T10:24:00.0/2025-11-12T10:25:00.0;15.3823;12.0469;10.2803;1.7666;15.4862;5.5146;0.3927;5.1220;0.5915;0.5000
2025-11-12T10:25:00.0/2025-11-12T10:26:00.0;15.4279;12.0866;10.3157;1.7710;15.4934;5.5285;0.3931;5.1355;0.5903;0.5000
2025-11-12T10:26:00.0/2025-11-12T10:27:00.0;15.4734;12.1262;10.3509;1.7754;15.5006;5.5423;0.3934;5.1489;0.5891;0.5000
2025-11-12T10:27:00.0/2025-11-12T10:28:00.0;15.5187;12.1656;10.3859;1.7797;15.5077;5.5559;0.3938;5.1622;0.5880;0.5000
2025-11-12T10:28:00.0/2025-11-12T10:29:00.0;15.5638;12.2049;10.4208;1.7841;15.5147;5.5695;0.3941;5.1754;0.5868;0.5000
2025-11-12T10:29:00.0/2025-11-12T10:30:00.0;15.6087;12.2440;10.4555;1.7884;15.5216;5.5829;0.3944;5.1885;0.5855;0.5000
2025-11-12T10:30:00.0/2025-11-12T10:31:00.0;15.6534;12.2829;10.4901;1.7928;15.5284;5.5963;0.3947;5.2016;0.5843;0.5000
2025-11-12T10:31:00.0/2025-11-12T10:32:00.0;15.6980;12.3216;10.5245;1.7971;15.5351;5.6095;0.3950;5.2145;0.5831;0.5000
2025-11-12T10:32:00.0/2025-11-12T10:33:00.0;15.7423;12.3602;10.5587;1.8015;15.5418;5.6227;0.3953;5.2273;0.5819;0.5000
2025-11-12T10:33:00.0/2025-11-12T10:34:00.0;15.7864;12.3986;10.5928;1.8058;15.5484;5.6357;0.3956;5.2401;0.5807;0.5000
2025-11-12T10:34:00.0/2025-11-12T10:35:00.0;15.8303;12.4368;10.6267;1.8101;15.5548;5.6486;0.3959;5.2528;0.5795;0.5000
2025-11-12T10:35:00.0/2025-11-12T10:36:00.0;15.8741;12.4749;10.6604;1.8145;15.5613;5.6615;0.3961;5.2653;0.5782;0.5000
2025-11-12T10:36:00.0/2025-11-12T10:37:00.0;15.9176;12.5127;10.6940;1.8188;15.5676;5.6742;0.3964;5.2778;0.5770;0.5000
2025-11-12T10:37:00.0/2025-11-12T10:38:00.0;15.9609;12.5504;10.7273;1.8231;15.5738;5.6868;0.3966;5.2902;0.5758;0.5000
2025-11-12T10:38:00.0/2025-11-12T10:39:00.0;16.0040;12.5880;10.7606;1.8274;15.5799;5.6993;0.3968;5.3025;0.5745;0.5000
2025-11-12T10:39:00.0/2025-11-12T10:40:00.0;16.0469;12.6253;10.7936;1.8317;15.5860;5.7117;0.3970;5.3147;0.5733;0.5000
2025-11-12T10:40:00.0/2025-11-12T10:41:00.0;16.0897;12.6625;10.8265;1.8360;15.5920;5.7240;0.3972;5.3268;0.5720;0.5000
2025-11-12T10:41:00.0/2025-11-12T10:42:00.0;16.1322;12.6995;10.8592;1.8402;15.5979;5.7361;0.3974;5.3388;0.5708;0.5000
2025-11-12T10:42:00.0/2025-11-12T10:43:00.0;16.1745;12.7363;10.8919;1.8444;15.6039;5.7482;0.3975;5.3507;0.5695;0.5000
2025-11-12T10:43:00.0/2025-11-12T10:44:00.0;16.2166;12.7729;10.9246;1.8483;15.6102;5.7602;0.3977;5.3625;0.5683;0.5000
2025-11-12T10:44:00.0/2025-11-12T10:45:00.0;16.2585;12.8094;10.9572;1.8522;15.6164;5.7721;0.3978;5.3742;0.5670;0.5000
2025-11-12T10:45:00.0/2025-11-12T10:46:00.0;16.3001;12.8457;10.9896;1.8561;15.6225;5.7838;0.3980;5.3858;0.5658;0.5000
2025-11-12T10:46:00.0/2025-11-12T10:47:00.0;16.3416;12.8818;11.0218;1.8600;15.6285;5.7955;0.3981;5.3974;0.5645;0.5000
2025-11-12T10:47:00.0/2025-11-12T10:48:00.0;16.3829;12.9177;11.0538;1.8639;15.6344;5.8070;0.3982;5.4088;0.5632;0.5000
2025-11-12T10:48:00.0/2025-11-12T10:49:00.0;16.4239;12.9535;11.0856;1.8678;15.6402;5.8184;0.3983;5.4201;0.5620;0.5000
2025-11-12T10:49:00.0/2025-11-12T10:50:00.0;16.4648;12.9890;11.1173;1.8717;15.6460;5.8298;0.3984;5.4313;0.5607;0.5000
2025-11-12T10:50:00.0/2025-11-12T10:51:00.0;16.5054;13.0244;11.1487;1.8756;15.6517;5.8410;0.3985;5.4425;0.5594;0.5000
2025-11-12T10:51:00.0/2025-11-12T10:52:00.0;16.5458;13.0596;11.1800;1.8795;15.6573;5.8521;0.3986;5.4535;0.5582;0.5000
2025-11-12T10:52:00.0/2025-11-12T10:53:00.0;16.5860;13.0945;11.2112;1.8834;15.6628;5.8631;0.3986;5.4645;0.5569;0.5000
2025-11-12T10:53:00.0/2025-11-12T10:54:00.0;16.6260;13.1293;11.2421;1.8873;15.6683;5.8740;0.3986;5.4753;0.5556;0.5000
2025-11-12T10:54:00.0/2025-11-12T10:55:00.0;16.6658;13.1639;11.2728;1.8911;15.6736;5.8847;0.3987;5.4861;0.5543;0.5000
2025-11-12T10:55:00.0/2025-11-12T10:56:00.0;16.7054;13.1984;11.3034;1.8950;15.6789;5.8954;0.3987;5.4967;0.5530;0.5000
2025-11-12T10:56:00.0/2025-11-12T10:57:00.0;16.7447;13.2326;11.3338;1.8988;15.6841;5.9060;0.3987;5.5073;0.5517;0.5000
2025-11-12T10:57:00.0/2025-11-12T10:58:00.0;16.7838;13.2666;11.3640;1.9027;15.6892;5.9164;0.3987;5.5177;0.5504;0.5000
2025-11-12T10:58:00.0/2025-11-12T10:59:00.0;16.8228;13.3005;11.3940;1.9065;15.6943;5.9268;0.3987;5.5281;0.5491;0.5000
2025-11-12T10:59:00.0/2025-11-12T11:00:00.0;16.8614;13.3341;11.4238;1.9103;15.6993;5.9370;0.3986;5.5384;0.5478;0.5000
2025-11-12T11:00:00.0/2025-11-12T11:01:00.0;16.8999;13.3676;11.4534;1.9142;15.7042;5.9471;0.3986;5.5485;0.5465;0.5000
2025-11-12T11:01:00.0/2025-11-12T11:02:00.0;16.9381;13.4009;11.4829;1.9180;15.7090;5.9571;0.3985;5.5586;0.5452;0.5000
2025-11-12T11:02:00.0/2025-11-12T11:03:00.0;16.9762;13.4339;11.5121;1.9218;15.7137;5.9670;0.3984;5.5686;0.5439;0.5000
2025-11-12T11:03:00.0/2025-11-12T11:04:00.0;17.0140;13.4668;11.5412;1.9256;15.7184;5.9768;0.3984;5.5784;0.5425;0.5000
2025-11-12T11:04:00.0/2025-11-12T11:05:00.0;17.0516;13.4995;11.5701;1.9294;15.7230;5.9865;0.3983;5.5882;0.5412;0.5000
2025-11-12T11:05:00.0/2025-11-12T11:06:00.0;17.0889;13.5320;11.5988;1.9332;15.7275;5.9960;0.3982;5.5979;0.5399;0.5000
2025-11-12T11:06:00.0/2025-11-12T11:07:00.0;17.1261;13.5642;11.6273;1.9370;15.7320;6.0055;0.3980;5.6074;0.5386;0.5000
2025-11-12T11:07:00.0/2025-11-12T11:08:00.0;17.1630;13.5963;11.6555;1.9408;15.7363;6.0148;0.3979;5.6169;0.5372;0.5000
2025-11-12T11:08:00.0/2025-11-12T11:09:00.0;17.1997;13.6282;11.6837;1.9446;15.7407;6.0240;0.3978;5.6263;0.5359;0.5000
2025-11-12T11:09:00.0/2025-11-12T11:10:00.0;17.2362;13.6599;11.7116;1.9483;15.7449;6.0332;0.3976;5.6356;0.5345;0.5000
2025-11-12T11:10:00.0/2025-11-12T11:11:00.0;17.2724;13.6914;11.7393;1.9521;15.7490;6.0422;0.3974;5.6447;0.5332;0.5000
2025-11-12T11:11:00.0/2025-11-12T11:12:00.0;17.3084;13.7227;11.7668;1.9558;15.7531;6.0511;0.3973;5.6538;0.5318;0.5000
2025-11-12T11:12:00.0/2025-11-12T11:13:00.0;17.3442;13.7537;11.7941;1.9596;15.7571;6.0599;0.3971;5.6628;0.5305;0.5000
2025-11-12T11:13:00.0/2025-11-12T11:14:00.0;17.3797;13.7846;11.8213;1.9633;15.7611;6.0685;0.3969;5.6717;0.5291;0.5000
2025-11-12T11:14:00.0/2025-11-12T11:15:00.0;17.4151;13.8153;11.8482;1.9671;15.7649;6.0771;0.3967;5.6804;0.5278;0.5000
2025-11-12T11:15:00.0/2025-11-12T11:16:00.0;17.4501;13.8457;11.8749;1.9708;15.7687;6.0855;0.3964;5.6891;0.5264;0.5000
2025-11-12T11:16:00.0/2025-11-12T11:17:00.0;17.4850;13.8760;11.9015;1.9745;15.7725;6.0939;0.3962;5.6977;0.5251;0.5000
2025-11-12T11:17:00.0/2025-11-12T11:18:00.0;17.5196;13.9060;11.9278;1.9783;15.7761;6.1021;0.3959;5.7062;0.5237;0.5000
2025-11-12T11:18:00.0/2025-11-12T11:19:00.0;17.5540;13.9359;11.9539;1.9820;15.7797;6.1102;0.3957;5.7145;0.5223;0.5000
2025-11-12T11:19:00.0/2025-11-12T11:20:00.0;17.5882;13.9655;11.9799;1.9857;15.7832;6.1182;0.3954;5.7228;0.5209;0.5000
2025-11-12T11:20:00.0/2025-11-12T11:21:00.0;17.6222;13.9950;12.0056;1.9894;15.7867;6.1261;0.3951;5.7310;0.5196;0.5000
2025-11-12T11:21:00.0/2025-11-12T11:22:00.0;17.6559;14.0242;12.0311;1.9931;15.7901;6.1339;0.3948;5.7390;0.5182;0.5000
2025-11-12T11:22:00.0/2025-11-12T11:23:00.0;17.6893;14.0532;12.0564;1.9967;15.7934;6.1415;0.3945;5.7470;0.5168;0.5000
2025-11-12T11:23:00.0/2025-11-12T11:24:00.0;17.7226;14.0820;12.0816;2.0004;15.7966;6.1491;0.3942;5.7549;0.5154;0.5000
2025-11-12T11:24:00.0/2025-11-12T11:25:00.0;17.7555;14.1106;12.1065;2.0041;15.7998;6.1565;0.3939;5.7627;0.5140;0.5000
2025-11-12T11:25:00.0/2025-11-12T11:26:00.0;17.7883;14.1390;12.1312;2.0077;15.8029;6.1639;0.3935;5.7703;0.5126;0.5000
2025-11-12T11:26:00.0/2025-11-12T11:27:00.0;17.8208;14.1671;12.1557;2.0114;15.8060;6.1711;0.3932;5.7779;0.5112;0.5000
2025-11-12T11:27:00.0/2025-11-12T11:28:00.0;17.8531;14.1951;12.1800;2.0150;15.8089;6.1782;0.3928;5.7853;0.5099;0.5000
2025-11-12T11:28:00.0/2025-11-12T11:29:00.0;17.8852;14.2228;12.2042;2.0187;15.8118;6.1852;0.3924;5.7927;0.5085;0.5000
2025-11-12T11:29:00.0/2025-11-12T11:30:00.0;17.9170;14.2504;12.2280;2.0223;15.8147;6.1920;0.3921;5.8000;0.5071;0.5000
2025-11-12T11:30:00.0/2025-11-12T11:31:00.0;17.9485;14.2777;12.2517;2.0259;15.8175;6.1988;0.3917;5.8071;0.5056;0.5000
2025-11-12T11:31:00.0/2025-11-12T11:32:00.0;17.9799;14.3048;12.2752;2.0296;15.8202;6.2054;0.3913;5.8142;0.5042;0.5000
2025-11-12T11:32:00.0/2025-11-12T11:33:00.0;18.0110;14.3317;12.2985;2.0332;15.8228;6.2120;0.3908;5.8211;0.5028;0.5000
2025-11-12T11:33:00.0/2025-11-12T11:34:00.0;18.0418;14.3583;12.3216;2.0368;15.8254;6.2184;0.3904;5.8280;0.5014;0.5000
2025-11-12T11:34:00.0/2025-11-12T11:35:00.0;18.0724;14.3848;12.3444;2.0404;15.8279;6.2247;0.3900;5.8348;0.5000;0.5000
2025-11-12T11:35:00.0/2025-11-12T11:36:00.0;18.1028;14.4110;12.3671;2.0440;15.8303;6.2309;0.3895;5.8414;0.4986;0.5000
2025-11-12T11:36:00.0/2025-11-12T11:37:00.0;18.1329;14.4370;12.3895;2.0475;15.8327;6.2370;0.3890;5.8480;0.4972;0.5000
2025-11-12T11:37:00.0/2025-11-12T11:38:00.0;18.1628;14.4628;12.4117;2.0511;15.8350;6.2430;0.3886;5.8544;0.4957;0.5000
2025-11-12T11:38:00.0/2025-11-12T11:39:00.0;18.1924;14.4884;12.4337;2.0547;15.8373;6.2488;0.3881;5.8607;0.4943;0.5000
2025-11-12T11:39:00.0/2025-11-12T11:40:00.0;18.2218;14.5138;12.4555;2.0582;15.8395;6.2546;0.3876;5.8670;0.4929;0.5000
2025-11-12T11:40:00.0/2025-11-12T11:41:00.0;18.2509;14.5389;12.4771;2.0618;15.8416;6.2602;0.3871;5.8731;0.4915;0.5000
2025-11-12T11:41:00.0/2025-11-12T11:42:00.0;18.2798;14.5638;12.4985;2.0653;15.8437;6.2657;0.3866;5.8792;0.4900;0.5000
2025-11-12T11:42:00.0/2025-11-12T11:43:00.0;18.3085;14.5885;12.5197;2.0689;15.8457;6.2711;0.3860;5.8851;0.4886;0.5000
2025-11-12T11:43:00.0/2025-11-12T11:44:00.0;18.3369;14.6130;12.5406;2.0724;15.8476;6.2764;0.3855;5.8909;0.4872;0.5000
2025-11-12T11:44:00.0/2025-11-12T11:45:00.0;18.3650;14.6373;12.5613;2.0759;15.8495;6.2816;0.3850;5.8967;0.4857;0.5000
2025-11-12T11:45:00.0/2025-11-12T11:46:00.0;18.3929;14.6613;12.5819;2.0794;15.8513;6.2867;0.3844;5.9023;0.4843;0.5000
2025-11-12T11:46:00.0/2025-11-12T11:47:00.0;18.4206;14.6851;12.6022;2.0829;15.8530;6.2916;0.3838;5.9078;0.4828;0.5000
2025-11-12T11:47:00.0/2025-11-12T11:48:00.0;18.4480;14.7087;12.6223;2.0864;15.8547;6.2965;0.3833;5.9132;0.4814;0.5000
2025-11-12T11:48:00.0/2025-11-12T11:49:00.0;18.4752;14.7320;12.6421;2.0899;15.8563;6.3012;0.3827;5.9186;0.4800;0.5000
2025-11-12T11:49:00.0/2025-11-12T11:50:00.0;18.5021;14.7552;12.6618;2.0934;15.8579;6.3058;0.3821;5.9238;0.4785;0.5000
2025-11-12T11:50:00.0/2025-11-12T11:51:00.0;18.5287;14.7781;12.6812;2.0969;15.8594;6.3103;0.3815;5.9289;0.4771;0.5000
2025-11-12T11:51:00.0/2025-11-12T11:52:00.0;18.5552;14.8008;12.7004;2.1003;15.8608;6.3147;0.3808;5.9339;0.4756;0.5000
2025-11-12T11:52:00.0/2025-11-12T11:53:00.0;18.5813;14.8232;12.7194;2.1038;15.8622;6.3190;0.3802;5.9388;0.4741;0.5000
2025-11-12T11:53:00.0/2025-11-12T11:54:00.0;18.6072;14.8455;12.7382;2.1072;15.8635;6.3232;0.3796;5.9436;0.4727;0.5000
2025-11-12T11:54:00.0/2025-11-12T11:55:00.0;18.6329;14.8675;12.7568;2.1107;15.8648;6.3273;0.3789;5.9483;0.4712;0.5000
2025-11-12T11:55:00.0/2025-11-12T11:56:00.0;18.6583;14.8892;12.7751;2.1141;15.8659;6.3312;0.3782;5.9529;0.4698;0.5000
2025-11-12T11:56:00.0/2025-11-12T11:57:00.0;18.6834;14.9108;12.7932;2.1175;15.8671;6.3350;0.3776;5.9574;0.4683;0.5000
2025-11-12T11:57:00.0/2025-11-12T11:58:00.0;18.7083;14.9321;12.8111;2.1210;15.8681;6.3387;0.3769;5.9618;0.4668;0.5000
2025-11-12T11:58:00.0/2025-11-12T11:59:00.0;18.7330;14.9532;12.8288;2.1244;15.8691;6.3423;0.3762;5.9661;0.4654;0.5000
2025-11-12T11:59:00.0/2025-11-12T12:00:00.0;18.7573;14.9741;12.8463;2.1278;15.8701;6.3458;0.3755;5.9703;0.4639;0.5000
2025-11-12T12:00:00.0/2025-11-12T12:01:00.0;18.7815;14.9951;12.8654;2.1297;15.8733;6.3494;0.3749;5.9745;0.4625;0.5000
2025-11-12T12:01:00.0/2025-11-12T12:02:00.0;18.8053;15.0162;12.8862;2.1300;15.8788;6.3530;0.3742;5.9787;0.4612;0.5000
2025-11-12T12:02:00.0/2025-11-12T12:03:00.0;18.8290;15.0371;12.9068;2.1304;15.8842;6.3564;0.3736;5.9828;0.4598;0.5000
2025-11-12T12:03:00.0/2025-11-12T12:04:00.0;18.8523;15.0578;12.9271;2.1307;15.8895;6.3598;0.3730;5.9868;0.4585;0.5000
2025-11-12T12:04:00.0/2025-11-12T12:05:00.0;18.8754;15.0783;12.9472;2.1310;15.8948;6.3630;0.3723;5.9907;0.4571;0.5000
2025-11-12T12:05:00.0/2025-11-12T12:06:00.0;18.8983;15.0985;12.9672;2.1314;15.9000;6.3662;0.3717;5.9945;0.4558;0.5000
2025-11-12T12:06:00.0/2025-11-12T12:07:00.0;18.9208;15.1185;12.9868;2.1317;15.9051;6.3692;0.3710;5.9982;0.4544;0.5000
2025-11-12T12:07:00.0/2025-11-12T12:08:00.0;18.9432;15.1382;13.0063;2.1319;15.9102;6.3721;0.3704;6.0017;0.4531;0.5000
2025-11-12T12:08:00.0/2025-11-12T12:09:00.0;18.9652;15.1578;13.0255;2.1322;15.9152;6.3749;0.3697;6.0052;0.4517;0.5000
2025-11-12T12:09:00.0/2025-11-12T12:10:00.0;18.9871;15.1770;13.0446;2.1325;15.9201;6.3776;0.3690;6.0086;0.4503;0.5000
2025-11-12T12:10:00.0/2025-11-12T12:11:00.0;19.0086;15.1961;13.0634;2.1327;15.9250;6.3801;0.3683;6.0119;0.4490;0.5000
2025-11-12T12:11:00.0/2025-11-12T12:12:00.0;19.0299;15.2149;13.0819;2.1330;15.9298;6.3826;0.3676;6.0150;0.4476;0.5000
2025-11-12T12:12:00.0/2025-11-12T12:13:00.0;19.0509;15.2335;13.1003;2.1332;15.9345;6.3849;0.3669;6.0181;0.4462;0.5000
2025-11-12T12:13:00.0/2025-11-12T12:14:00.0;19.0717;15.2518;13.1184;2.1334;15.9392;6.3872;0.3661;6.0210;0.4449;0.5000
2025-11-12T12:14:00.0/2025-11-12T12:15:00.0;19.0922;15.2699;13.1363;2.1336;15.9438;6.3893;0.3654;6.0239;0.4435;0.5000
2025-11-12T12:15:00.0/2025-11-12T12:16:00.0;19.1124;15.2878;13.1540;2.1338;15.9484;6.3913;0.3646;6.0267;0.4421;0.5000
2025-11-12T12:16:00.0/2025-11-12T12:17:00.0;19.1324;15.3054;13.1715;2.1340;15.9529;6.3932;0.3639;6.0293;0.4407;0.5000
2025-11-12T12:17:00.0/2025-11-12T12:18:00.0;19.1521;15.3228;13.1887;2.1341;15.9573;6.3950;0.3631;6.0319;0.4393;0.5000
2025-11-12T12:18:00.0/2025-11-12T12:19:00.0;19.1716;15.3399;13.2057;2.1343;15.9616;6.3966;0.3623;6.0343;0.4379;0.5000
2025-11-12T12:19:00.0/2025-11-12T12:20:00.0;19.1908;15.3568;13.2224;2.1344;15.9659;6.3982;0.3615;6.0367;0.4366;0.5000
2025-11-12T12:20:00.0/2025-11-12T12:21:00.0;19.2097;15.3735;13.2390;2.1345;15.9702;6.3996;0.3607;6.0389;0.4352;0.5000
2025-11-12T12:21:00.0/2025-11-12T12:22:00.0;19.2284;15.3899;13.2553;2.1346;15.9743;6.4010;0.3599;6.0410;0.4338;0.5000
2025-11-12T12:22:00.0/2025-11-12T12:23:00.0;19.2468;15.4061;13.2714;2.1347;15.9784;6.4022;0.3591;6.0431;0.4324;0.5000
2025-11-12T12:23:00.0/2025-11-12T12:24:00.0;19.2649;15.4221;13.2872;2.1348;15.9825;6.4033;0.3583;6.0450;0.4310;0.5000
2025-11-12T12:24:00.0/2025-11-12T12:25:00.0;19.2828;15.4378;13.3029;2.1349;15.9864;6.4043;0.3575;6.0469;0.4296;0.5000
2025-11-12T12:25:00.0/2025-11-12T12:26:00.0;19.3004;15.4532;13.3183;2.1350;15.9903;6.4052;0.3566;6.0486;0.4282;0.5000
2025-11-12T12:26:00.0/2025-11-12T12:27:00.0;19.3178;15.4685;13.3334;2.1350;15.9942;6.4060;0.3558;6.0502;0.4268;0.5000
2025-11-12T12:27:00.0/2025-11-12T12:28:00.0;19.3348;15.4834;13.3484;2.1351;15.9980;6.4067;0.3549;6.0517;0.4254;0.5000
2025-11-12T12:28:00.0/2025-11-12T12:29:00.0;19.3517;15.4982;13.3631;2.1351;16.0017;6.4072;0.3540;6.0532;0.4239;0.5000
2025-11-12T12:29:00.0/2025-11-12T12:30:00.0;19.3682;15.5127;13.3776;2.1351;16.0054;6.4077;0.3532;6.0545;0.4225;0.5000
2025-11-12T12:30:00.0/2025-11-12T12:31:00.0;19.3845;15.5269;13.3918;2.1351;16.0090;6.4080;0.3523;6.0557;0.4211;0.5000
2025-11-12T12:31:00.0/2025-11-12T12:32:00.0;19.4005;15.5409;13.4059;2.1351;16.0125;6.4082;0.3514;6.0568;0.4197;0.5000
2025-11-12T12:32:00.0/2025-11-12T12:33:00.0;19.4162;15.5547;13.4196;2.1351;16.0160;6.4083;0.3505;6.0579;0.4183;0.5000
2025-11-12T12:33:00.0/2025-11-12T12:34:00.0;19.4317;15.5682;13.4332;2.1350;16.0194;6.4083;0.3496;6.0588;0.4169;0.5000
2025-11-12T12:34:00.0/2025-11-12T12:35:00.0;19.4469;15.5815;13.4465;2.1350;16.0228;6.4082;0.3486;6.0596;0.4154;0.5000
2025-11-12T12:35:00.0/2025-11-12T12:36:00.0;19.4618;15.5946;13.4596;2.1349;16.0261;6.4080;0.3477;6.0603;0.4140;0.5000
2025-11-12T12:36:00.0/2025-11-12T12:37:00.0;19.4765;15.6074;13.4725;2.1349;16.0293;6.4077;0.3468;6.0609;0.4126;0.5000
2025-11-12T12:37:00.0/2025-11-12T12:38:00.0;19.4909;15.6199;13.4851;2.1348;16.0325;6.4073;0.3458;6.0614;0.4111;0.5000
2025-11-12T12:38:00.0/2025-11-12T12:39:00.0;19.5050;15.6322;13.4975;2.1347;16.0356;6.4067;0.3449;6.0619;0.4097;0.5000
2025-11-12T12:39:00.0/2025-11-12T12:40:00.0;19.5189;15.6443;13.5097;2.1346;16.0387;6.4061;0.3439;6.0622;0.4083;0.5000
2025-11-12T12:40:00.0/2025-11-12T12:41:00.0;19.5325;15.6561;13.5216;2.1345;16.0417;6.4053;0.3429;6.0624;0.4068;0.5000
2025-11-12T12:41:00.0/2025-11-12T12:42:00.0;19.5458;15.6676;13.5333;2.1344;16.0446;6.4044;0.3419;6.0625;0.4054;0.5000
2025-11-12T12:42:00.0/2025-11-12T12:43:00.0;19.5588;15.6790;13.5447;2.1342;16.0475;6.4034;0.3410;6.0625;0.4040;0.5000
2025-11-12T12:43:00.0/2025-11-12T12:44:00.0;19.5716;15.6900;13.5560;2.1341;16.0503;6.4024;0.3400;6.0624;0.4025;0.5000
2025-11-12T12:44:00.0/2025-11-12T12:45:00.0;19.5841;15.7009;13.5669;2.1339;16.0530;6.4012;0.3390;6.0622;0.4011;0.5000
2025-11-12T12:45:00.0/2025-11-12T12:46:00.0;19.5963;15.7115;13.5777;2.1338;16.0557;6.3999;0.3379;6.0619;0.3996;0.5000
2025-11-12T12:46:00.0/2025-11-12T12:47:00.0;19.6083;15.7218;13.5882;2.1336;16.0584;6.3984;0.3369;6.0615;0.3982;0.5000
2025-11-12T12:47:00.0/2025-11-12T12:48:00.0;19.6200;15.7319;13.5985;2.1334;16.0610;6.3969;0.3359;6.0610;0.3967;0.5000
2025-11-12T12:48:00.0/2025-11-12T12:49:00.0;19.6314;15.7417;13.6085;2.1332;16.0635;6.3953;0.3349;6.0604;0.3953;0.5000
2025-11-12T12:49:00.0/2025-11-12T12:50:00.0;19.6426;15.7513;13.6184;2.1330;16.0659;6.3936;0.3338;6.0598;0.3938;0.5000
2025-11-12T12:50:00.0/2025-11-12T12:51:00.0;19.6535;15.7607;13.6279;2.1327;16.0684;6.3917;0.3328;6.0590;0.3923;0.5000
2025-11-12T12:51:00.0/2025-11-12T12:52:00.0;19.6641;15.7698;13.6373;2.1325;16.0707;6.3898;0.3317;6.0581;0.3909;0.5000
2025-11-12T12:52:00.0/2025-11-12T12:53:00.0;19.6744;15.7786;13.6464;2.1323;16.0730;6.3877;0.3306;6.0571;0.3894;0.5000
2025-11-12T12:53:00.0/2025-11-12T12:54:00.0;19.6845;15.7872;13.6552;2.1320;16.0752;6.3856;0.3296;6.0560;0.3880;0.5000
2025-11-12T12:54:00.0/2025-11-12T12:55:00.0;19.6942;15.7956;13.6639;2.1317;16.0774;6.3833;0.3285;6.0548;0.3865;0.5000
2025-11-12T12:55:00.0/2025-11-12T12:56:00.0;19.7038;15.8037;13.6722;2.1315;16.0795;6.3809;0.3274;6.0535;0.3850;0.5000
2025-11-12T12:56:00.0/2025-11-12T12:57:00.0;19.7130;15.8116;13.6804;2.1312;16.0815;6.3784;0.3263;6.0521;0.3836;0.5000
2025-11-12T12:57:00.0/2025-11-12T12:58:00.0;19.7220;15.8192;13.6883;2.1309;16.0835;6.3758;0.3252;6.0507;0.3821;0.5000
2025-11-12T12:58:00.0/2025-11-12T12:59:00.0;19.7307;15.8265;13.6960;2.1305;16.0854;6.3732;0.3241;6.0491;0.3806;0.5000
2025-11-12T12:59:00.0/2025-11-12T13:00:00.0;19.7391;15.8336;13.7034;2.1302;16.0873;6.3704;0.3230;6.0474;0.3791;0.5000
